house_quarterly_growth,house_twelve_month_growth,house_average_annual_growth,house_number_of_sales,unit_quarterly_growth,unit_twelve_month_growth,unit_average_annual_growth,unit_number_of_sales,suburb_id
0.00,+15.63,+5.75,168,,,,7,12151
-2.49,+36.43,+7.78,25,,+2.42,,15,7378
+0.11,+13.82,+6.80,189,,,,5,1562
+1.64,+9.54,+8.86,269,+2.35,+11.97,+8.08,23,11285
-2.58,+12.27,+7.51,67,+2.69,+7.56,+2.26,60,1829
0.00,+5.84,+2.85,162,+6.33,+13.51,+0.61,19,12137
+2.09,+6.05,+1.68,73,,,,0,12834
+2.19,+24.72,+5.27,102,,,,3,3724
-4.15,+16.50,+9.50,128,0.00,+8.44,+1.25,75,5304
,,,0,+4.15,+13.00,-1.71,379,3272
0.00,+30.00,+7.27,45,+4.05,+22.03,+7.97,93,25
+0.98,+10.39,+7.35,122,+3.13,+10.00,+8.73,32,10988
+6.33,+46.17,+12.05,52,-1.58,+5.68,+3.35,22,7100
+1.65,+15.42,+4.81,142,0.00,-1.27,-2.67,29,11804
-1.05,-1.57,+4.32,47,+0.13,+14.53,+4.16,21,12337
+2.87,+21.27,+9.06,162,+3.18,+22.70,+5.51,16,3895
+2.00,+25.00,+11.80,85,+3.07,+45.53,,17,6842
,,,0,,,,,9163
+0.03,+4.45,+1.68,76,0.00,+0.81,-0.47,294,800
+0.18,+27.50,+8.86,67,+7.69,+33.33,+8.29,59,9248
-0.05,+29.86,+10.72,29,,,,4,2653
+9.38,,,12,,,,0,3766
,,,3,,,,,5432
+7.35,,,8,,,,0,6686
,,,2,,,,,255
+9.74,,,10,,,,0,290
,,,3,,,,,1327
+3.67,+23.66,+7.76,161,+12.94,+28.17,+1.99,19,4571
+8.66,+36.97,+7.80,138,+2.30,+17.79,+3.38,42,6743
+3.13,+35.62,+10.91,66,,,,0,6007
+0.59,+14.53,+8.15,281,+1.15,+15.97,+8.45,172,9462
-3.41,+13.33,+5.58,98,+5.88,+19.05,+2.82,51,2730
+2.20,+16.39,+3.66,32,,,,1,11996
-6.11,+35.48,+10.96,20,,,,6,6708
+2.38,+16.50,+7.96,32,,,,1,2934
+18.94,+47.73,+14.45,39,,,,1,6074
,,,0,,,,,11311
+5.53,+25.76,+6.74,169,+3.38,+14.14,+4.03,31,5496
+3.67,+2.37,+3.46,34,,,,0,11988
+6.87,+38.49,+11.22,88,+2.62,+19.43,+3.28,89,6849
-4.82,+18.53,+9.03,17,,,,10,815
+0.34,+10.49,+8.45,44,,,,0,10282
,,,1,,,,,6535
+2.93,+24.48,+12.24,224,+0.41,+31.09,+11.37,60,5015
+0.48,+24.40,+10.30,36,+5.96,+23.43,+9.90,16,60
,,,3,,,,0,10971
+1.72,+16.08,+4.55,113,-11.02,-9.48,+0.71,35,11551
+1.19,+33.66,+6.96,52,,,,2,7399
+2.11,+20.83,+5.32,46,-5.38,+4.58,+2.88,80,1096
+0.71,+6.82,+9.54,22,,,,0,9106
,,,1,,,,0,1424
+3.57,+25.18,+6.84,25,,,,0,593
+4.81,+28.64,+8.76,34,,,,0,792
,,,0,,,,3,12336
+6.58,+41.48,+12.37,109,+5.66,+29.33,+12.30,50,2739
,,,1,,,,,8956
-0.66,+7.86,+5.06,58,,,,8,10946
+6.76,+47.39,+1.99,38,,,,4,5958
-1.71,+14.60,+6.23,164,-0.73,+9.27,+1.47,155,3435
+7.93,+31.88,+9.13,98,+12.27,+14.78,+8.43,56,18
,,,1,,,,0,922
-1.75,+5.66,+5.35,164,+21.67,+47.47,,25,6125
,,,1,,,,,3191
0.00,+13.46,+6.09,16,,,,2,8023
-1.79,+9.12,+3.78,230,0.00,+15.70,+3.60,129,2079
+1.40,+13.40,+11.44,55,,,,2,436
+1.12,+9.76,+7.06,98,,,,0,5531
0.00,+18.57,+13.59,38,,,,1,9187
+3.24,+41.74,+4.89,42,+0.25,,,6,293
+10.96,,,7,,,,0,2845
0.00,+20.53,+12.12,96,+2.08,+39.43,+11.17,14,10697
,,,2,,,,0,5417
,,,1,,,,,8823
,,,6,,,,0,2364
+1.09,+15.53,+5.11,39,,,,1,1788
0.00,+15.27,+3.23,29,,,,2,847
,,,2,,,,3,11110
-3.83,,+11.04,12,+3.67,-3.83,+1.87,15,7259
+6.39,+28.52,+8.99,27,+2.72,+25.50,+3.26,62,5142
+0.72,+32.08,+9.24,72,+2.24,+11.29,+3.38,595,3821
+1.20,+28.02,+5.66,85,-3.82,-10.00,-1.80,113,3729
+13.16,+38.31,+9.77,24,,,,1,7438
-4.17,+9.26,+1.36,11,,,,3,9289
0.00,0.00,+4.89,56,-1.05,+13.79,+1.92,105,6869
+2.29,+7.19,+1.95,93,,,,1,12720
,,,5,,,,0,12649
+1.58,+16.76,+11.83,39,,,,2,8872
+2.27,+12.92,+7.46,20,,,,6,10662
+3.89,+31.64,+11.97,92,,,,4,489
+2.78,+28.70,+7.52,85,+27.84,+39.75,+8.38,19,8078
-1.08,+12.88,+8.74,31,+4.41,-13.43,+7.18,11,1499
-2.04,+13.39,+4.60,110,+29.73,+26.71,+8.45,19,12122
,,,6,,,,0,10293
-10.00,,,6,,,,0,3198
,,,10,,,,3,10514
+1.23,+13.89,+5.10,103,+5.01,+15.66,,9,1132
-1.27,+20.22,+11.92,108,,,,6,11200
,,,6,,,,0,8839
+0.53,+15.65,+6.94,43,,,,1,3777
,,,1,,,,,3543
,,,1,,,,0,11391
+4.91,+28.90,+9.83,32,,,,0,1818
-1.09,+24.66,+8.98,33,,,,0,1849
-4.09,+17.22,+7.50,141,+4.48,+19.66,+3.13,31,1428
+4.98,+20.93,+7.47,68,+6.35,+1.98,+4.14,13,8086
,,,1,,,,,5294
+11.02,+43.22,+13.03,17,+3.09,-15.36,+2.13,26,7510
-3.23,,+7.19,13,-0.91,-10.34,+0.56,44,3128
+4.75,+30.41,+10.72,331,+4.17,+20.64,+10.35,53,3047
+5.75,+36.63,+12.97,230,+0.45,+46.77,+14.97,48,1590
+1.50,+8.87,+6.62,28,,,,0,5205
,,,1,,,,,11474
+7.63,+33.68,+8.88,32,+5.33,+19.70,+5.83,19,8314
+5.00,+12.50,+4.73,125,-3.79,+28.65,,17,3730
+4.41,+26.79,+9.79,151,+1.24,+6.52,+3.50,205,6244
-5.46,-4.83,+6.02,10,+20.88,+16.28,+3.33,32,104
+3.17,+12.07,+3.42,234,,,+14.96,11,12224
+21.44,+45.75,,19,,,,0,6249
+2.13,+14.97,+14.28,213,+10.39,+18.14,+9.62,27,11357
-3.05,+10.00,-0.19,26,,,,0,6366
,,,1,,,,,9774
,,,0,,,,,10341
+6.75,+26.97,+14.28,42,,,,2,5806
+1.82,+3.70,+4.66,80,,,,7,12364
-4.07,+17.73,+9.98,40,,+3.57,+0.53,11,55
+2.84,+13.35,+7.96,36,,,,4,7335
+10.17,+27.75,+8.72,124,+3.75,+23.17,+10.98,24,8229
+7.61,+33.78,+8.65,268,+13.39,,,11,4842
+1.59,+10.34,+5.40,1224,-0.70,-2.30,+3.99,57,11121
0.00,+23.33,+11.39,63,,,,1,1542
+4.24,+29.63,+7.67,156,+6.10,+20.83,+4.75,145,6319
+16.36,,,7,,,,0,3410
+2.36,+43.74,+15.96,35,,,+0.70,6,5811
+1.26,+7.33,+11.60,14,,,,0,10350
+3.78,+29.58,+12.52,404,+2.86,+20.91,+7.91,39,5280
,,,0,,,,0,3294
-2.17,+8.30,+3.71,121,+2.28,+7.69,,12,1399
,,,3,,,,,1351
+0.22,+6.28,+1.63,57,-1.49,-12.72,+0.93,167,9301
0.00,-9.31,,19,,,,0,11680
+3.95,+24.56,+14.55,213,+9.89,+47.28,+11.13,39,10495
-5.95,+2.60,+5.66,165,+6.92,+5.12,-2.35,36,12440
,,,0,,,,,9928
0.00,+7.14,+10.00,22,,,,0,3241
+1.38,+26.79,+12.59,572,+2.38,+22.86,+11.64,105,11327
+3.29,+21.48,+5.18,52,,,,1,1543
+2.53,+3.95,+14.87,36,,,,0,5714
+5.17,+11.86,+3.77,32,-3.08,-10.19,,12,1184
+4.41,+18.89,+6.53,110,0.00,+41.37,,13,6496
,,,1,,,,0,954
+11.23,+38.54,+7.90,98,+3.03,+26.87,,9,3417
,,,1,,,,,257
+16.51,+31.70,+12.39,22,,,,0,7608
+2.95,+12.19,+6.33,53,+2.22,+2.22,+2.83,159,9557
-5.43,+19.10,+9.55,76,+3.20,+22.27,+5.07,21,5694
+6.98,+17.02,+5.07,90,,,,3,12120
+0.38,+18.75,+6.09,364,-5.41,-2.73,+0.39,86,1902
,,,1,,,,,10242
-2.99,+21.39,+14.57,44,,,,5,2784
+0.66,+10.39,+6.06,337,+0.72,+11.36,+5.64,71,11006
+6.42,+23.40,+13.38,47,,,,2,4464
+0.88,+18.39,+10.40,39,+4.74,+34.92,+8.14,10,8779
+1.82,+7.69,+10.90,58,,,,5,9546
,,,7,,,,0,2204
0.00,+4.53,+4.13,208,,,,2,6295
+14.73,+14.94,,14,,,,0,4400
,,,0,-6.77,-3.13,+0.44,39,283
+2.57,+34.96,+15.45,37,,,,3,8593
+10.34,+23.08,+12.99,31,,,,0,10404
,,,1,,,,,8104
+3.77,+28.50,+6.05,182,+0.31,+27.84,+4.63,43,6742
+5.60,+23.75,+8.37,40,+1.89,,,16,4720
+5.42,+18.96,+8.73,103,-1.36,+31.26,,12,10368
+4.97,+23.16,+8.45,153,0.00,+6.60,+2.68,98,2904
+12.84,+35.09,+11.03,128,,,,5,6267
,,,8,,,,0,3455
+9.14,+17.76,+9.91,43,,,,5,2938
+3.92,+21.28,+8.78,33,,,,2,7841
+6.79,+21.28,+7.61,100,+2.42,+10.10,+3.11,23,7462
+8.22,+32.77,+11.91,57,,,,0,5363
+4.19,+11.38,+3.50,183,,,,8,12541
,,,6,,,,,8429
+1.17,+15.00,+4.84,126,,,,3,5185
+3.32,+35.33,+12.10,46,,,,0,2013
,,,4,,,,,5497
,,,1,,,,0,9966
-4.49,+2.80,+5.73,22,+3.33,+27.92,+4.90,152,52
-0.20,+17.76,+5.80,117,+0.66,+9.29,+4.21,16,1497
0.00,+8.54,+4.53,262,+1.89,+13.68,+5.01,68,9631
-3.53,+21.07,+7.95,57,,,,2,3207
+4.05,+28.38,+8.26,140,0.00,+10.31,+0.63,139,6679
+18.52,+42.22,-0.31,67,,,,0,7994
+8.27,+21.42,+20.11,62,+8.53,+39.07,+19.27,27,6488
+2.86,+22.03,+8.90,25,,,,0,453
,,,3,,,,,1571
-1.45,-3.41,+6.04,29,-1.16,-1.16,-2.51,246,12861
+3.55,+21.43,+6.77,175,,,,10,8111
+2.38,+2.71,+4.20,143,+1.17,+15.97,-1.45,25,11841
+0.58,+19.31,+6.29,29,,,,0,5874
+0.36,-6.67,+2.29,130,-0.77,-7.03,+1.29,203,11198
,,,1,,,,0,9691
+17.68,+43.26,+8.37,94,+11.46,+22.29,+6.24,17,223
-0.40,+15.38,+10.32,51,,,,4,12319
,,,1,,,,0,12538
+0.69,-24.45,+10.15,15,-7.17,+9.62,+1.09,59,11995
+1.59,+23.55,+12.20,23,,,,0,8911
,,,5,,,,0,11437
+8.11,+30.56,+6.43,225,+1.15,+1.38,+2.18,21,5210
+2.04,+25.50,+5.55,177,+4.15,,+5.31,6,2463
+10.95,,,4,-1.69,+1.87,-0.72,119,1754
+4.63,+40.23,+10.22,128,+1.90,+6.15,+3.94,40,5939
-3.17,,,12,,,,0,8297
0.00,+1.56,+10.47,17,,,,0,8594
,,,6,,,,,937
+0.59,+20.42,+8.83,26,,,,0,12428
+0.42,+7.87,+1.83,185,0.00,+16.42,-0.63,201,12953
+2.94,+16.28,+7.37,321,+0.12,+9.45,+2.18,38,11417
+4.17,+32.08,+11.98,16,,,,6,2792
,,,3,,,,2,605
0.00,+30.00,+8.15,21,+16.67,,+0.31,8,7771
+2.50,+30.89,+11.56,139,+7.81,+25.45,+8.92,88,6630
+3.37,+18.69,+8.24,32,-0.91,+48.77,+15.56,25,1898
0.00,+14.86,+4.35,75,-3.79,-1.70,+5.13,21,10031
+9.33,+26.60,+9.07,198,,,,2,1535
+18.18,+35.42,+9.99,13,+1.60,+11.26,+4.77,52,3368
+7.82,+28.21,+9.68,124,,,,2,720
+5.37,+28.57,+11.27,202,+0.53,+23.68,+8.86,11,4377
,,,0,,,,0,9908
,,,2,,,,,9164
,,,0,,,,0,1668
+13.95,+36.81,+10.98,13,,,,0,866
-2.68,+2.83,+4.37,42,,,,0,4233
-0.23,+16.07,+4.65,65,+6.34,+4.81,+0.75,29,3106
+2.56,+12.94,+1.80,123,,,,1,12686
+0.17,+29.93,+14.24,85,,,,2,5415
,,,3,,,,,8948
,,,1,,,,,12161
,,,0,,,,,10048
+3.10,+28.47,+9.41,793,+3.64,+21.28,+8.45,452,2875
+1.27,+17.75,+6.77,54,,,,3,3456
+5.69,+18.18,+10.09,77,,,,6,5031
0.00,+17.65,+7.91,235,-5.00,-2.79,+2.55,173,3206
-2.23,+45.93,+14.70,51,-3.68,+21.63,+12.16,142,4224
+7.77,+19.44,+12.61,75,0.00,+1.34,,19,11134
+0.66,+17.50,+7.16,101,+2.96,,,10,1549
-2.15,+4.37,+10.22,14,+1.94,,,8,3046
-6.82,+18.84,+6.95,81,,,,0,1513
-15.57,,,5,-6.89,-8.81,+4.47,66,6
-1.08,+9.85,+8.57,32,,,,1,3890
,,,1,,,,,5863
0.00,+16.23,+7.97,32,-1.20,+12.27,+4.31,34,2041
+7.01,+43.33,+12.53,81,+5.35,+20.36,+2.75,122,5257
,,,2,,,,0,5343
0.00,+14.65,+8.34,134,,,,9,10564
+1.12,+37.47,+18.48,29,,,,0,10547
-6.35,+4.48,+2.29,39,+5.56,,,5,12584
-3.24,+11.40,+3.23,53,-1.78,+2.47,+0.74,305,2056
-7.18,+33.09,+19.85,16,-4.18,-9.95,+2.20,18,492
,,,2,,,,1,9702
+31.38,,+11.24,9,0.00,+3.91,-1.04,361,2973
,,,7,,,,0,10303
-3.64,,,7,,,,0,3313
+4.49,+38.86,+9.47,27,-0.20,-13.96,+2.77,20,8092
0.00,+15.79,-5.16,37,,,,0,12352
+7.53,+18.48,+5.92,112,-0.23,+4.39,-0.09,123,1396
-0.63,+6.79,+2.38,57,0.00,+1.18,+1.46,71,10727
,,,8,,,,,7189
+2.56,+29.73,+7.46,75,,,,0,12781
+6.12,+13.54,+6.14,134,,,,3,2588
,,,7,,,,,2920
+2.00,+14.29,+3.39,20,,,,3,9203
+5.95,+23.61,+13.46,18,,,,2,614
+25.00,+50.00,+13.05,13,,,,0,11347
+8.17,+18.74,+8.25,56,,,,14,5399
+0.72,+14.73,+10.96,44,0.00,+5.88,+8.91,8,9245
+2.23,+15.50,+10.37,76,+1.60,+25.66,+9.93,9,11385
+0.19,+20.68,+9.52,42,,,,0,1755
,,,0,,,,,8404
+20.93,+35.06,+9.12,6,,,,0,6169
-2.16,+22.20,+7.25,30,,,,1,3925
+7.38,+34.23,+9.67,80,,,,4,6059
+0.72,+5.74,+3.83,424,0.00,+7.19,+1.90,134,11878
+2.54,+13.58,+2.05,84,,,,5,11801
+1.82,+5.66,+1.89,253,,,,1,12045
+8.33,+18.18,+6.20,43,+7.38,+35.02,+4.89,34,5347
,,,2,,,,,2597
+1.11,+13.75,+6.80,107,,,,1,3802
+2.01,+24.44,+10.45,47,,,,0,51
+1.69,+13.85,+4.13,136,,,,5,12173
+9.52,+30.79,+9.48,105,+4.53,+0.61,+4.28,25,7691
+2.92,+19.74,+7.95,55,0.00,+37.55,+7.23,17,2874
,,,6,,,,0,8920
+5.97,+31.00,+6.84,177,+24.32,+19.79,+3.68,19,2076
+4.76,,+18.20,17,,,,0,2414
+10.83,+24.07,+4.29,148,+12.50,+33.59,,10,8214
+5.23,-3.97,,13,,,,0,11494
+0.46,+16.67,+4.40,105,+9.06,+15.77,+2.38,20,319
,,,1,,,,0,169
,,,7,,,,0,4540
+2.73,+25.56,+8.26,239,+11.46,+35.12,+5.97,12,3394
-4.87,+22.86,+8.56,26,-0.06,,,6,8252
+1.21,+48.40,+15.51,25,,,,0,2809
+9.46,+26.13,+8.45,73,,,,6,7070
+8.73,+22.01,+13.62,18,,,,0,8876
+0.94,+10.42,+2.20,152,-0.22,+7.69,+4.82,163,12092
,,,9,,,,0,5144
+0.28,+13.75,+5.27,107,-3.68,+6.71,+2.32,83,3274
0.00,+23.08,+8.29,41,,,,0,1564
-5.91,+7.53,+7.38,9,,,,1,2046
-0.44,+13.07,+8.02,59,,,,2,2591
+0.94,+8.02,+7.18,171,+1.04,+28.31,+4.46,44,6050
-0.39,+14.63,+6.84,93,-3.62,+24.57,+5.84,20,1456
0.00,+33.63,+11.56,40,,,,5,8984
0.00,+14.16,+5.33,12,,,,0,401
,,,0,,,,0,10753
+5.38,+37.83,+17.18,54,,,,4,8821
+6.38,+23.08,+10.30,27,,,,0,9854
,,,2,,,,0,3491
+0.63,,,36,,,,0,12891
+2.75,+35.59,+11.50,95,+1.80,+12.24,+2.34,423,6065
+1.25,+17.62,+1.62,35,,,,0,148
-4.73,+35.89,+14.87,23,,,,0,10261
+7.28,+25.00,+14.32,48,0.00,,,3,6906
+0.84,+30.10,+6.97,72,-1.21,+5.60,-0.56,131,2830
+3.67,+12.88,+4.63,157,+0.65,+7.92,+1.01,425,2828
,,,1,,,,0,11055
,,,6,,,,,7563
+5.36,+35.80,+10.82,78,,,,4,1431
+1.27,+11.11,+6.32,166,-10.81,,+3.14,20,11395
-0.69,+8.81,+9.68,31,,,,0,9872
+9.79,+29.93,+7.49,54,+5.65,+42.33,+3.64,39,7669
+1.22,+21.76,+8.35,61,,,,0,4678
,,,2,,,,0,418
,,,6,,,,,11748
+0.28,+21.50,+6.49,93,+1.62,+21.51,+2.52,16,793
,,,2,,,,0,11249
+0.53,+25.67,+10.83,62,-1.19,+7.79,+14.06,12,10553
+2.77,,,6,,,,0,2246
,,,5,,,,0,10453
,,,1,,,,,8592
,,,0,,,,0,3877
+19.40,+27.32,+8.38,12,,,,0,2010
,,,4,,,,,8682
+0.65,+14.83,+4.54,28,+3.46,+14.40,+3.19,10,1699
+5.76,+47.38,+12.01,33,,,,0,6843
+1.18,+16.61,+15.41,82,0.00,+25.12,+16.89,30,8720
,,,4,,,,0,8613
-0.93,+10.49,+5.01,266,-0.07,+1.46,+3.33,313,9491
+0.26,+21.09,+14.09,26,,,,1,9574
+6.06,+26.58,+20.28,67,+1.42,,+12.46,86,762
+3.92,+10.42,+10.07,138,,,,1,12112
0.00,+25.23,+11.09,113,-0.78,+14.69,+8.15,85,2629
+4.17,+30.84,+10.86,179,+2.25,+20.95,+2.90,34,6154
+7.73,+30.22,+12.42,40,,,,9,299
+3.33,+16.98,+5.55,25,,,,0,12133
+13.27,+40.51,+17.29,165,,,,8,1018
,,,1,,,,3,2065
+1.71,+26.28,+7.77,33,,,,1,3650
+1.05,+12.50,+4.72,45,-3.75,+6.84,+7.44,63,10419
+4.41,+18.33,+1.78,61,,,,5,12245
+3.45,+36.36,+11.94,74,+0.43,+18.18,+11.14,21,3493
+4.03,+32.71,+9.07,98,0.00,+18.97,+6.70,25,6521
+5.82,+25.00,+8.18,426,+1.35,+19.57,+9.53,82,11416
-3.94,+17.99,+11.51,33,,,,0,3055
+10.11,+28.95,+4.80,19,,,,0,6716
+2.25,+13.78,+6.14,52,,,,6,1342
+7.26,+14.97,+11.38,41,,,,7,10022
-12.50,,,10,,,,0,5799
0.00,+23.70,+6.49,81,+8.93,+24.68,+6.12,9,1872
0.00,+10.49,+7.08,25,,,,0,5320
+3.05,+46.96,+14.78,85,+3.42,+22.12,+12.67,13,2393
+7.55,+42.50,+17.15,100,+3.07,+19.37,+10.25,27,6880
+8.53,+27.27,+7.50,50,0.00,,+6.37,8,1280
+0.61,+25.95,+8.85,42,+2.86,+28.57,+5.99,86,127
+0.48,+4.20,+3.34,32,+0.37,+7.14,-0.49,75,3768
+7.86,+19.84,+14.27,50,0.00,+18.74,+13.46,17,8846
+4.76,+20.22,+17.59,30,,,,0,771
+7.54,+24.27,,13,,,,0,4685
+7.72,+22.89,+13.16,40,-1.28,-12.20,,11,3154
-1.22,-7.44,+3.67,48,,,,8,8269
+26.41,+25.50,+16.58,16,,,,0,5511
-6.74,-15.26,+3.69,49,+3.58,+4.62,+0.68,8,3275
+15.48,+36.96,0.00,30,,,,2,7160
-6.67,,-3.11,17,,,,3,5009
+26.42,,,11,,,,0,785
+3.14,+14.07,+8.49,52,+2.73,+3.04,+6.80,10,842
+0.34,+13.57,+12.44,56,,,,0,11310
+3.45,+27.46,+9.26,135,0.00,+31.67,+6.90,54,3585
+4.14,+12.64,+3.18,83,-1.50,-1.60,-0.49,43,2324
,,,6,,,,0,1537
-3.08,+19.09,+9.55,78,-4.29,+19.76,+3.85,7,161
+2.15,+25.00,+9.18,149,,,,5,2122
-6.37,+13.87,,8,-2.20,+9.21,+1.82,180,3822
,,,5,,,,0,3064
,,,4,,,,,7848
+2.17,+13.71,+7.36,416,+1.50,+11.31,+4.69,32,9594
-0.34,+6.36,+5.92,104,,,,6,5920
+1.51,+13.51,+6.47,56,,,,0,10505
+4.17,+29.98,+9.34,654,+8.02,+36.45,+8.85,120,6669
-0.11,+9.24,+4.62,88,+3.04,+3.88,+4.58,50,10682
+7.04,+23.78,+9.63,193,,,,3,1445
+17.81,+43.33,+11.35,44,+3.53,+6.02,+2.28,20,6278
+3.09,+11.98,+1.84,195,,,,7,7929
+4.65,+32.35,+14.74,88,+2.04,+13.37,-0.32,79,3574
+0.12,+8.24,+4.92,250,+17.24,+23.08,+11.36,25,4249
0.00,+15.11,+5.87,132,-4.83,+11.74,+5.12,138,10762
+17.96,+31.34,+15.12,66,+5.36,+14.64,+2.30,74,649
+2.60,+14.99,+6.16,75,0.00,+10.94,+4.01,11,1684
,,,2,,,,0,5573
+8.00,+45.95,+10.86,24,,,,,4656
-32.88,-29.66,+6.63,8,-3.63,+33.49,+8.29,97,1973
,,,7,,,,,5261
+6.88,+12.50,+3.25,26,-3.97,-4.10,-0.03,37,1798
+3.31,+25.42,+8.04,69,,,,7,11323
+2.56,+6.83,+2.02,70,,,,0,11683
+2.46,+18.48,+5.64,136,+1.87,+4.42,+2.51,58,989
+0.61,+22.22,+12.89,117,+3.04,+42.67,+22.79,20,2554
+9.60,+46.62,+10.96,21,,,,0,3678
+1.81,+27.66,+9.18,65,,,,7,4628
-2.73,+42.67,+14.24,18,,,,7,463
+5.75,+28.18,+7.47,221,+8.50,+41.51,+5.37,41,4575
+4.84,+8.33,+9.10,50,+3.78,+24.06,+7.28,28,7337
+7.84,+5.29,+4.46,47,-2.09,-0.73,+4.92,59,9461
-0.36,-4.24,+4.68,77,+0.97,+10.17,,27,4995
+0.61,+21.32,+9.72,113,+2.00,+32.99,+10.83,26,5332
+4.65,+30.43,+11.09,133,+2.80,+14.22,+5.68,23,4263
+2.79,+26.05,+17.56,115,0.00,+19.35,,13,8548
-0.47,+17.58,+6.05,253,+3.19,+6.92,+7.40,38,10159
+2.80,+48.72,+14.00,11,+6.57,+23.70,,13,400
+1.85,+15.06,+2.98,237,,,,9,12492
,,,0,,,,,9620
+4.57,+32.00,+10.17,65,+6.63,+23.96,+6.22,81,4663
-1.74,-0.25,+3.74,189,-2.30,-0.99,+3.66,117,10486
-1.91,+4.52,+5.32,100,+0.65,+11.91,+5.88,57,10363
0.00,+8.54,+3.58,329,-2.22,+7.32,+6.64,255,9687
-5.05,,+20.31,22,,,,1,406
+1.21,+26.09,+8.56,167,,,,8,494
+3.45,+13.48,+3.30,146,+1.61,+12.22,+3.03,37,11746
0.00,+11.55,+8.26,45,,,,4,10079
,,,1,,,,,9853
+7.20,+39.00,+11.72,28,,,,1,4344
+7.61,+27.31,+13.06,26,,,,0,6022
+10.68,+48.05,+9.81,55,-0.63,+6.76,+2.16,47,5543
+0.43,+5.86,+4.56,99,+2.66,+12.21,+6.63,70,11099
,,,2,,,,0,3956
+0.50,-3.13,+6.12,20,-7.44,+11.97,+7.65,12,8190
+1.01,+33.33,+11.57,47,,,,3,6707
+2.50,+24.24,+12.50,87,+3.85,+7.79,+12.83,25,8654
0.00,+18.71,+11.10,52,,,,0,813
+0.73,-0.86,+2.50,19,,,,0,12480
0.00,+39.76,+8.26,14,,,,1,1597
-4.52,+25.96,+14.06,49,-0.43,+36.31,+15.79,26,8979
+10.34,+18.96,+7.59,56,,,,0,757
,,,0,,,,0,9261
-2.65,+25.65,+8.08,49,+4.50,-18.94,+2.15,29,455
+3.50,+8.82,+6.70,113,+4.55,+14.43,+7.74,44,9990
,,,1,,,,,9480
-4.67,+13.33,+4.98,35,,,,3,1625
+3.22,+15.21,+4.61,36,+0.14,,,14,3591
+0.26,+1.19,,39,,,,0,5309
,,,2,,,,,5621
+4.12,+8.68,+3.76,245,,,,1,12702
+2.56,+26.22,+11.49,144,,,,0,6453
,,,2,,,,0,5749
+7.64,+26.29,+5.29,30,,,,4,12642
+13.50,+31.63,+9.48,79,0.00,-6.09,+4.77,19,7456
-1.33,+7.60,+2.88,116,+3.31,-4.41,-2.82,202,12782
+11.05,+38.28,+10.95,29,,,,0,5956
+11.76,+33.33,+10.37,25,0.00,+18.06,+0.76,17,7471
-1.57,+9.13,+7.48,42,+2.30,+17.68,+6.91,34,263
+2.99,+31.30,+6.25,29,,,,0,2719
0.00,+33.33,,17,,,,0,7953
-1.29,+9.02,+6.72,51,+0.29,+11.02,+6.16,14,4395
+7.38,+43.38,+15.61,24,,,,0,786
,,,2,,,,0,5101
-0.45,+6.03,+4.30,265,-3.35,+10.40,+6.76,56,10266
,,,3,,,,,2902
-0.15,+14.96,+6.61,87,+10.33,+23.05,+2.42,63,1403
-0.22,+25.35,+15.13,76,-2.43,+1.47,+13.00,23,8726
0.00,+5.72,+6.99,101,,,,1,11251
+11.80,+37.02,+18.03,30,+0.09,+18.00,+14.48,9,8964
,,,2,,,,0,1379
0.00,+16.00,+7.08,80,+5.26,+9.69,+1.83,104,2654
+1.95,+18.05,+11.40,44,+1.14,+5.70,+5.34,9,11490
+9.18,+7.77,+3.81,20,+21.34,-3.57,+7.05,11,558
,,,7,,,,,3186
,,,2,,,,0,3569
+9.40,+35.06,+9.56,188,+5.11,+34.62,+1.25,34,4492
+20.20,+26.71,+10.65,40,+6.07,+14.08,+5.86,65,7369
+9.20,+18.90,+16.91,11,,,,0,10184
+2.04,+5.26,+3.01,374,,,,7,12652
+2.13,+10.53,+14.17,88,,,,0,12066
+9.36,+25.07,+10.79,116,+8.40,+13.16,+7.83,21,9886
-0.58,+15.66,+5.27,162,-1.35,-2.51,+2.67,106,9996
+3.09,+10.33,+8.85,199,,,,6,10435
0.00,+44.44,+14.87,120,+3.60,+18.03,+10.27,6,3578
+7.62,+44.50,+11.87,48,,,,3,137
+5.00,+34.40,+13.00,24,,,,4,8012
+2.20,+26.12,+11.11,96,+4.94,+23.78,+11.07,30,10166
+10.71,+28.18,+10.19,68,,,,5,7946
+7.72,+25.47,+10.00,110,,,,1,542
-2.54,+21.05,+8.00,39,,,,6,3746
,,,6,,,,0,10536
,,,1,,,,0,10240
,,,0,,,,0,10684
-5.30,+6.84,+6.04,29,-8.95,-31.59,-2.51,12,11014
+6.95,+22.89,+6.76,48,,,,0,5466
,,,8,,,,,8747
+1.32,+6.89,+3.98,32,,,,1,1173
,,,7,,,,1,1094
0.00,+40.91,+13.40,22,,,,0,3253
+8.04,+24.55,+3.89,25,+1.50,+12.50,+2.38,330,4615
-2.74,0.00,+2.42,49,,,,1,5564
,,,1,,,,,12430
-1.91,+10.90,+6.18,40,0.00,-8.25,+0.88,9,10025
-0.08,+9.17,+7.56,39,+28.95,-5.16,,10,3452
+6.31,+13.54,+5.37,66,+3.88,+9.34,-5.86,16,12228
+3.16,+38.81,+13.08,41,,,,5,8705
